Brand,Model,Price (USD),Selling Platform,Rating,Refresh Rate (Hz),Screen Size (inches),RAM (GB),Storage (GB),Processor,Camera Setup
Vivo,Galaxy S Turbo 20,1361.73,Amazon,5.0,144,7.4,12,256,Helio G99,12MP + 50MP + 5MP
Sony,Mate Lite 20,1979.45,Flipkart,3.3,144,6.2,4,512,Helio G99,12MP + 50MP + 2MP
Huawei,Nord Pro 11,564.91,AliExpress,4.9,144,6.5,6,128,Helio G99,48MP + 8MP + 5MP
OnePlus,Xperia Turbo 17,1937.84,Reliance Digital,3.1,90,7.4,12,128,Dimensity 9000,200MP + 8MP + 5MP
Samsung,Reno Plus 10,711.69,Reliance Digital,4.7,60,7.3,12,64,Snapdragon 8 Gen 2,12MP + 50MP + 2MP
Motorola,Pixel Mini 14,1315.33,Flipkart,4.8,165,7.3,4,64,Helio G99,12MP + 16MP + 2MP
Google,iPhone Plus 24,454.52,AliExpress,3.2,60,5.1,12,256,Tensor G1,200MP + 12MP + 2MP
Oppo,Nord Plus 20,1562.53,Official Store,3.6,165,5.6,12,1024,Helio G99,48MP + 50MP + 5MP
Xiaomi,Reno SE 19,723.37,Best Buy,3.8,90,5.1,4,128,Snapdragon 7 Gen 1,12MP + 12MP + 2MP
Motorola,V Series Plus 12,1950.85,eBay,3.3,90,6.7,12,128,Helio G99,64MP + 8MP + 2MP
Vivo,Mate Ultra 11,992.06,Amazon,4.1,90,5.8,16,128,Dimensity 920,12MP + 50MP + 2MP
Google,Moto G Max 18,1798.42,Official Store,4.2,165,6.2,12,256,Tensor G1,200MP + 16MP + 2MP
Motorola,Xperia Max 17,632.62,eBay,4.2,120,5.4,8,512,Helio G99,50MP + 12MP + 5MP
Nokia,Galaxy S Edge 25,634.8,Walmart,4.7,165,6.3,12,128,Helio G99,48MP + 8MP + 2MP
Sony,iPhone Mini 10,807.42,Best Buy,3.8,144,5.9,6,256,Dimensity 920,64MP + 8MP + 5MP
Nokia,Reno Ultra 15,1786.89,Reliance Digital,3.6,144,5.0,8,256,Helio G99,48MP + 50MP + 2MP
Realme,iPhone Turbo 23,1429.6,Official Store,3.1,144,6.2,8,1024,Helio G99,64MP + 16MP + 8MP
Nokia,Galaxy S Turbo 19,510.43,AliExpress,4.0,144,6.7,16,256,Helio G99,48MP + 16MP + 2MP
Huawei,P Series Lite 17,1205.54,Walmart,3.1,90,5.7,8,512,Helio G99,200MP + 12MP + 8MP
Vivo,Galaxy S Max 10,330.69,Flipkart,4.6,90,6.8,8,64,Helio G99,12MP + 50MP + 8MP
Nokia,P Series Turbo 10,1239.98,Reliance Digital,3.6,120,5.7,12,1024,Dimensity 920,12MP + 16MP + 8MP
Oppo,Moto G Mini 10,884.27,Amazon,3.5,60,7.1,16,256,Dimensity 920,50MP + 8MP + 2MP
Vivo,iPhone Turbo 15,1988.1,Official Store,3.5,60,7.4,4,128,Helio G99,12MP + 16MP + 5MP
Xiaomi,Pixel Edge 18,1200.03,Walmart,3.2,144,6.3,16,256,Snapdragon 7 Gen 1,64MP + 50MP + 5MP
OnePlus,Xperia Edge 17,230.78,Walmart,3.8,60,5.3,8,1024,Dimensity 9000,108MP + 16MP + 8MP
Huawei,Galaxy S Ultra 22,1537.71,Walmart,3.1,90,6.8,16,256,Helio G99,108MP + 16MP + 2MP
Oppo,Redmi Note Lite 14,648.0,Flipkart,3.4,165,7.1,12,512,Helio G99,48MP + 50MP + 5MP
OnePlus,Pixel SE 25,1360.71,Best Buy,5.0,144,6.8,4,1024,Snapdragon 8+ Gen 1,200MP + 50MP + 8MP
Xiaomi,P Series Plus 21,676.45,AliExpress,4.5,144,7.0,6,1024,Dimensity 1080,108MP + 12MP + 5MP
Nokia,Redmi Note Ultra 12,477.43,Official Store,4.9,144,6.4,16,512,Helio G99,50MP + 12MP + 2MP
OnePlus,Moto G Turbo 22,1425.97,Flipkart,4.6,60,7.4,16,64,Dimensity 9000,48MP + 12MP + 2MP
Oppo,Redmi Note Plus 12,1545.62,Walmart,4.4,90,5.2,12,512,Helio G99,48MP + 16MP + 2MP
Sony,Reno Turbo 23,1697.75,Best Buy,3.7,90,5.6,4,128,Helio G99,108MP + 12MP + 2MP
Nokia,iPhone Mini 23,1403.25,Official Store,4.9,120,5.1,12,128,Dimensity 920,48MP + 50MP + 2MP
Vivo,Nord Edge 22,1610.05,Flipkart,3.0,165,7.4,6,64,Dimensity 920,12MP + 8MP + 2MP
Oppo,V Series Edge 11,1910.71,Reliance Digital,3.1,144,6.1,6,128,Helio G99,200MP + 12MP + 5MP
Realme,Moto G SE 11,1736.2,Walmart,4.5,165,6.3,6,64,Helio G99,48MP + 12MP + 8MP
Google,Narzo Turbo 11,539.32,Amazon,3.3,144,7.3,8,128,Tensor G1,200MP + 16MP + 8MP
Xiaomi,Reno Edge 12,735.49,Official Store,4.9,165,6.1,8,128,Dimensity 1080,12MP + 12MP + 8MP
Google,Narzo Edge 18,1279.0,Official Store,4.4,165,6.2,6,512,Tensor G2,50MP + 50MP + 5MP
Oppo,Reno Plus 20,1244.14,Best Buy,3.4,165,6.0,6,512,Helio G99,200MP + 16MP + 5MP
Oppo,Pixel Plus 15,699.06,Amazon,3.2,144,5.3,8,128,Helio G99,48MP + 8MP + 8MP
Huawei,Nord Lite 10,496.97,Reliance Digital,3.3,120,6.7,12,512,Helio G99,64MP + 12MP + 2MP
Google,Pixel Pro 15,1310.73,eBay,3.3,144,7.0,4,1024,Tensor G1,12MP + 8MP + 5MP
Vivo,iPhone Lite 25,231.2,Walmart,3.3,60,6.9,12,128,Dimensity 920,50MP + 8MP + 8MP
Sony,Moto G 5G 24,449.32,Official Store,3.2,60,5.0,6,1024,Helio G99,50MP + 50MP + 5MP
Huawei,iPhone Mini 25,685.18,Amazon,4.9,90,5.5,4,512,Helio G99,12MP + 50MP + 8MP
Samsung,Moto G 5G 23,1465.78,Flipkart,4.4,144,6.4,4,512,Snapdragon 8 Gen 2,200MP + 8MP + 8MP
Xiaomi,Pixel Lite 24,1657.42,AliExpress,3.7,60,5.6,16,1024,Snapdragon 7 Gen 1,64MP + 16MP + 8MP
Huawei,Xperia SE 21,933.81,Best Buy,3.4,144,7.0,6,256,Helio G99,12MP + 8MP + 2MP
Motorola,Reno Plus 14,1701.41,Official Store,3.7,165,5.7,4,256,Helio G99,50MP + 50MP + 8MP
Realme,P Series Max 17,742.43,Walmart,3.3,165,6.5,12,1024,Dimensity 920,200MP + 50MP + 2MP
Huawei,iPhone Ultra 14,1472.82,Walmart,4.0,90,6.3,16,128,Dimensity 920,108MP + 8MP + 2MP
Oppo,Redmi Note Ultra 18,1259.5,Amazon,3.4,60,6.4,12,1024,Dimensity 920,50MP + 50MP + 2MP
Apple,Mate Lite 21,895.34,Walmart,5.0,60,6.5,16,256,A15 Bionic,48MP + 12MP + 8MP
Xiaomi,V Series Mini 20,651.98,eBay,4.9,165,6.6,4,128,Snapdragon 7 Gen 1,64MP + 16MP + 2MP
Samsung,Nord Ultra 23,808.15,Flipkart,3.4,60,6.5,16,128,Exynos 2200,64MP + 16MP + 8MP
Motorola,Mate Max 24,1952.5,eBay,4.6,90,7.2,4,1024,Dimensity 920,200MP + 8MP + 5MP
Huawei,Redmi Note Turbo 25,682.78,Amazon,4.4,120,6.0,6,128,Helio G99,12MP + 8MP + 2MP
Huawei,Moto G Max 15,1526.64,Reliance Digital,3.9,120,5.0,8,256,Dimensity 920,50MP + 16MP + 2MP
Xiaomi,Nord SE 15,1382.2,Walmart,3.6,90,6.8,8,128,Snapdragon 7 Gen 1,12MP + 12MP + 2MP
Realme,Reno Edge 15,1706.61,Best Buy,4.5,144,7.4,8,512,Dimensity 920,64MP + 50MP + 2MP
Nokia,Xperia SE 20,805.19,Best Buy,3.8,120,7.2,8,256,Helio G99,200MP + 50MP + 5MP
OnePlus,Xperia Plus 22,850.93,eBay,4.9,120,6.5,6,128,Dimensity 9000,50MP + 50MP + 2MP
Oppo,Galaxy S Ultra 21,1398.73,Reliance Digital,3.4,90,5.1,16,64,Dimensity 920,108MP + 50MP + 8MP
Samsung,Nord 5G 16,1441.6,Reliance Digital,3.4,144,6.1,12,512,Exynos 2200,48MP + 50MP + 5MP
Sony,V Series Edge 18,481.35,Best Buy,4.2,120,6.9,4,64,Helio G99,64MP + 12MP + 2MP
Google,Reno Lite 21,682.81,Walmart,4.1,165,5.0,4,1024,Tensor G1,108MP + 12MP + 2MP
Nokia,Pixel Edge 17,1630.59,Flipkart,4.1,165,6.7,16,1024,Dimensity 920,12MP + 16MP + 5MP
Xiaomi,Moto G Pro 13,940.0,AliExpress,3.3,120,6.5,16,256,Dimensity 1080,48MP + 50MP + 2MP
Xiaomi,Mate Edge 22,1166.5,eBay,4.7,120,5.3,12,256,Dimensity 1080,108MP + 12MP + 2MP
Oppo,Pixel 5G 16,1284.4,Official Store,3.6,144,6.1,8,128,Dimensity 920,48MP + 16MP + 5MP
Samsung,iPhone Mini 23,487.68,Best Buy,4.8,165,5.4,12,256,Snapdragon 8 Gen 2,64MP + 12MP + 8MP
Vivo,Reno Edge 12,924.31,Reliance Digital,4.9,60,6.3,8,512,Dimensity 920,108MP + 16MP + 2MP
Sony,Narzo Pro 11,1876.82,Best Buy,4.4,60,5.5,12,1024,Helio G99,108MP + 8MP + 8MP
Nokia,V Series Edge 21,433.77,Best Buy,4.4,60,5.3,8,64,Helio G99,108MP + 16MP + 8MP
Oppo,Reno Ultra 12,1033.69,Walmart,4.4,120,5.6,12,128,Dimensity 920,64MP + 16MP + 2MP
Oppo,iPhone Ultra 20,802.81,Amazon,4.9,144,5.3,4,128,Helio G99,64MP + 8MP + 2MP
Huawei,Mate Plus 17,1910.34,Official Store,4.1,144,7.1,6,512,Dimensity 920,50MP + 50MP + 5MP
Google,P Series Plus 15,1470.9,Reliance Digital,3.8,144,7.5,12,512,Tensor G1,64MP + 50MP + 8MP
Motorola,Nord SE 16,1120.32,Flipkart,4.8,120,5.1,4,1024,Helio G99,108MP + 8MP + 2MP
Nokia,Mate SE 24,1472.14,Best Buy,3.2,165,5.9,4,512,Dimensity 920,200MP + 50MP + 2MP
Motorola,iPhone Turbo 24,1980.77,Amazon,3.2,144,7.3,16,128,Helio G99,48MP + 50MP + 2MP
Apple,Nord SE 19,1761.93,Official Store,4.4,165,5.2,12,1024,A15 Bionic,50MP + 12MP + 5MP
Realme,Galaxy S Plus 24,493.48,Walmart,3.3,120,6.7,12,1024,Dimensity 920,48MP + 8MP + 8MP
Xiaomi,Pixel Mini 20,647.23,Best Buy,3.9,165,6.1,6,512,Snapdragon 7 Gen 1,64MP + 8MP + 8MP
Vivo,Reno SE 15,1598.05,Best Buy,3.1,60,6.2,4,512,Helio G99,50MP + 50MP + 2MP
Samsung,Pixel Mini 19,714.42,AliExpress,4.9,60,6.5,8,64,Exynos 2200,108MP + 50MP + 5MP
Huawei,Xperia Max 19,1957.56,eBay,3.2,90,6.9,16,256,Dimensity 920,200MP + 12MP + 5MP
Google,Pixel SE 21,615.35,Walmart,3.1,144,5.2,16,128,Tensor G1,108MP + 8MP + 5MP
Oppo,Narzo 5G 21,400.18,Amazon,3.6,90,5.7,8,512,Helio G99,64MP + 16MP + 8MP
Samsung,Nord Ultra 21,531.4,AliExpress,4.2,90,6.6,16,256,Snapdragon 8 Gen 2,200MP + 50MP + 2MP
Realme,Mate 5G 11,207.23,Walmart,4.5,120,6.8,4,128,Dimensity 920,48MP + 8MP + 8MP
Apple,Reno Lite 23,1067.88,Amazon,3.6,120,5.1,12,1024,A16 Bionic,12MP + 50MP + 8MP
Samsung,Galaxy S Edge 17,413.61,Best Buy,4.7,144,7.1,8,512,Snapdragon 8 Gen 2,50MP + 8MP + 5MP
Vivo,Galaxy S Turbo 23,1954.4,Flipkart,3.1,60,5.1,12,1024,Dimensity 920,48MP + 50MP + 2MP
Oppo,Pixel Pro 10,791.5,eBay,3.1,90,5.8,16,128,Helio G99,200MP + 8MP + 2MP
Realme,Nord SE 24,458.97,AliExpress,4.0,165,6.6,12,128,Helio G99,12MP + 8MP + 5MP
OnePlus,Nord Max 13,216.71,Official Store,3.9,120,7.0,6,256,Snapdragon 8+ Gen 1,50MP + 16MP + 5MP
OnePlus,Xperia 5G 20,480.26,AliExpress,3.5,90,7.3,8,512,Dimensity 9000,50MP + 16MP + 5MP
Nokia,Galaxy S Lite 18,1390.7,Official Store,3.8,165,5.4,12,64,Helio G99,108MP + 12MP + 8MP
Huawei,iPhone Turbo 21,1175.19,Official Store,4.6,90,5.1,6,128,Dimensity 920,64MP + 8MP + 2MP
Huawei,Nord 5G 17,777.09,AliExpress,3.1,60,6.8,16,256,Helio G99,12MP + 16MP + 5MP
Apple,Nord Plus 14,337.19,Official Store,4.1,60,7.3,8,256,A16 Bionic,64MP + 50MP + 8MP
Oppo,iPhone Turbo 19,995.55,Official Store,4.3,90,6.7,6,1024,Dimensity 920,64MP + 50MP + 5MP
Google,Narzo Edge 22,449.46,Flipkart,4.2,144,6.0,12,128,Tensor G1,48MP + 12MP + 8MP
Realme,Redmi Note Lite 19,803.4,Official Store,4.9,60,5.7,16,256,Dimensity 920,200MP + 8MP + 2MP
Realme,Xperia Edge 21,339.76,Reliance Digital,3.6,165,7.4,12,64,Dimensity 920,64MP + 12MP + 8MP
Samsung,Galaxy S Pro 25,1157.82,Reliance Digital,4.2,90,6.7,16,1024,Snapdragon 8 Gen 2,200MP + 8MP + 8MP
Sony,Redmi Note Pro 20,1801.72,Best Buy,4.9,144,7.0,6,256,Helio G99,48MP + 12MP + 5MP
Realme,Galaxy S Pro 20,1729.19,Reliance Digital,4.6,165,6.9,16,64,Dimensity 920,200MP + 50MP + 2MP
Motorola,Mate Pro 21,1898.25,eBay,3.3,120,5.7,6,256,Helio G99,48MP + 12MP + 2MP
Samsung,Narzo Turbo 12,1900.3,AliExpress,3.8,120,7.3,6,64,Snapdragon 8 Gen 2,12MP + 50MP + 5MP
Motorola,Moto G Lite 25,1127.35,eBay,4.8,165,7.0,6,512,Helio G99,64MP + 50MP + 8MP
Samsung,Narzo Ultra 11,1633.31,Official Store,4.6,60,6.3,16,256,Exynos 2200,108MP + 8MP + 8MP
Huawei,Mate Max 15,1705.1,Amazon,4.6,120,5.7,8,128,Helio G99,108MP + 16MP + 2MP
Huawei,Pixel Lite 16,216.18,Official Store,3.9,60,5.1,12,64,Helio G99,50MP + 12MP + 5MP
Apple,Redmi Note 5G 21,652.06,Best Buy,3.6,60,5.9,16,1024,A15 Bionic,64MP + 12MP + 2MP
Huawei,iPhone Lite 22,1501.36,Walmart,3.9,165,6.6,12,512,Helio G99,48MP + 16MP + 5MP
Xiaomi,iPhone Lite 17,1425.54,AliExpress,4.4,90,6.3,16,64,Dimensity 1080,48MP + 12MP + 5MP
Xiaomi,Xperia Plus 10,1669.71,Amazon,3.8,90,7.2,8,64,Dimensity 1080,64MP + 16MP + 5MP
Apple,Reno Lite 14,425.07,Amazon,3.0,144,5.7,6,128,A16 Bionic,200MP + 12MP + 2MP
Sony,Narzo Ultra 10,986.74,eBay,4.0,165,5.4,8,64,Helio G99,12MP + 12MP + 5MP
Apple,Pixel Pro 19,1026.71,Flipkart,3.8,165,5.3,4,128,A15 Bionic,64MP + 50MP + 2MP
Motorola,V Series 5G 24,629.79,AliExpress,3.7,90,6.0,16,512,Dimensity 920,48MP + 50MP + 2MP
Samsung,Narzo Edge 17,1356.99,Official Store,3.7,120,6.9,16,256,Snapdragon 8 Gen 2,108MP + 8MP + 2MP
OnePlus,Pixel Edge 11,1671.49,Official Store,3.3,120,5.7,16,128,Dimensity 9000,12MP + 8MP + 2MP
Huawei,Pixel SE 10,374.65,AliExpress,4.7,60,5.9,16,1024,Helio G99,48MP + 12MP + 2MP
Oppo,Redmi Note Plus 11,1598.37,Walmart,4.6,120,6.8,4,128,Helio G99,108MP + 50MP + 5MP
Apple,V Series Edge 23,1611.69,Flipkart,5.0,144,5.5,12,128,A15 Bionic,108MP + 8MP + 2MP
Google,Mate Max 10,647.82,eBay,3.8,90,5.2,16,64,Tensor G1,12MP + 8MP + 8MP
OnePlus,iPhone Ultra 11,1096.38,Flipkart,3.6,90,6.1,6,256,Dimensity 9000,64MP + 12MP + 2MP
Samsung,P Series Mini 23,845.88,Best Buy,3.9,60,5.3,8,64,Snapdragon 8 Gen 2,64MP + 50MP + 2MP
Google,Moto G Turbo 24,1234.18,Walmart,3.9,120,6.9,12,256,Tensor G2,108MP + 50MP + 2MP
Nokia,Moto G Pro 13,1245.38,Flipkart,4.2,165,6.6,16,256,Dimensity 920,200MP + 50MP + 2MP
Realme,Moto G Ultra 12,883.41,eBay,3.4,90,5.5,12,1024,Helio G99,200MP + 50MP + 8MP
Apple,V Series Ultra 16,1018.99,AliExpress,4.8,90,5.2,8,1024,A15 Bionic,50MP + 16MP + 5MP
Xiaomi,iPhone Plus 21,1290.91,Flipkart,4.4,60,7.0,6,64,Dimensity 1080,108MP + 8MP + 5MP
Sony,Pixel Max 25,443.75,Walmart,4.3,60,6.4,16,256,Dimensity 920,64MP + 8MP + 2MP
Realme,Redmi Note Turbo 13,1010.72,Reliance Digital,3.8,120,6.5,16,512,Helio G99,50MP + 12MP + 5MP
Motorola,Reno Mini 22,1890.17,Reliance Digital,4.2,60,7.2,16,64,Dimensity 920,48MP + 12MP + 8MP
Nokia,Redmi Note Plus 13,315.36,AliExpress,3.7,60,6.2,6,512,Helio G99,50MP + 12MP + 8MP
Samsung,Reno Pro 24,1365.06,Amazon,5.0,120,5.4,8,512,Snapdragon 8 Gen 2,50MP + 16MP + 5MP
Apple,Reno Mini 16,766.32,Walmart,4.9,144,6.6,8,512,A15 Bionic,108MP + 12MP + 8MP
Huawei,Reno Turbo 23,1320.37,AliExpress,3.3,165,7.5,12,1024,Dimensity 920,108MP + 50MP + 2MP
Vivo,Xperia SE 11,1017.81,Reliance Digital,4.9,120,6.9,6,64,Helio G99,108MP + 8MP + 2MP
Motorola,Xperia SE 14,1904.88,Flipkart,4.9,165,5.8,12,256,Helio G99,108MP + 16MP + 8MP
Motorola,Reno Edge 10,1381.88,Reliance Digital,3.7,165,6.3,6,128,Dimensity 920,50MP + 8MP + 5MP
Sony,P Series Plus 14,898.48,AliExpress,4.3,144,7.2,16,1024,Dimensity 920,12MP + 50MP + 2MP
Samsung,Redmi Note Plus 21,1245.82,Walmart,3.5,120,6.3,8,1024,Snapdragon 8 Gen 2,200MP + 12MP + 8MP
Vivo,Xperia Max 25,1127.19,Amazon,4.1,120,5.5,12,256,Helio G99,48MP + 12MP + 8MP
Nokia,Xperia SE 23,222.98,Flipkart,4.7,60,7.5,4,128,Dimensity 920,48MP + 12MP + 8MP
Google,iPhone Edge 18,1321.03,Reliance Digital,3.6,165,6.8,12,512,Tensor G2,200MP + 8MP + 8MP
Google,Pixel Edge 10,1003.8,AliExpress,3.9,60,5.6,12,1024,Tensor G1,12MP + 8MP + 2MP
Huawei,Galaxy S Lite 17,600.9,eBay,3.7,120,5.7,12,128,Dimensity 920,64MP + 8MP + 2MP
Samsung,V Series Mini 18,893.93,AliExpress,3.2,90,6.8,8,512,Snapdragon 8 Gen 2,48MP + 16MP + 5MP
OnePlus,Galaxy S Pro 11,350.84,Walmart,3.8,60,5.4,16,64,Dimensity 9000,50MP + 50MP + 2MP
Google,V Series Pro 25,628.86,Best Buy,3.5,120,6.3,6,64,Tensor G2,12MP + 50MP + 5MP
Google,Moto G Plus 19,847.25,Official Store,4.6,90,5.7,6,1024,Tensor G1,12MP + 50MP + 2MP
Vivo,V Series Turbo 18,648.85,Reliance Digital,4.6,144,6.9,8,256,Helio G99,200MP + 50MP + 2MP
Apple,Mate Lite 17,590.19,AliExpress,3.7,90,6.2,16,512,A16 Bionic,108MP + 16MP + 5MP
Oppo,Xperia Edge 13,782.4,Walmart,3.4,120,5.1,16,128,Helio G99,48MP + 50MP + 8MP
OnePlus,Redmi Note Ultra 19,1952.73,eBay,4.0,120,6.0,16,512,Dimensity 9000,12MP + 50MP + 2MP
Sony,Reno Max 17,798.79,eBay,3.7,165,5.9,4,64,Dimensity 920,12MP + 16MP + 2MP
Xiaomi,Galaxy S Mini 10,1436.57,eBay,4.0,90,5.6,6,256,Snapdragon 7 Gen 1,64MP + 50MP + 8MP
OnePlus,Galaxy S Edge 16,1947.6,Reliance Digital,4.6,144,6.8,4,64,Snapdragon 8+ Gen 1,64MP + 8MP + 8MP
Xiaomi,Redmi Note Mini 13,524.3,Flipkart,3.1,144,7.1,8,1024,Snapdragon 7 Gen 1,64MP + 8MP + 8MP
Oppo,iPhone Lite 14,966.27,Amazon,4.5,165,5.4,6,128,Dimensity 920,64MP + 16MP + 2MP
Samsung,Galaxy S Max 13,190.01,AliExpress,4.5,120,6.8,4,512,Snapdragon 8 Gen 2,50MP + 16MP + 2MP
Sony,Mate Turbo 12,1315.62,Amazon,4.6,165,6.2,4,128,Dimensity 920,200MP + 8MP + 2MP
Xiaomi,P Series 5G 23,329.47,AliExpress,4.3,120,5.9,16,512,Snapdragon 7 Gen 1,50MP + 8MP + 5MP
Google,Redmi Note Pro 22,950.57,eBay,4.6,165,6.6,16,256,Tensor G1,50MP + 50MP + 2MP
OnePlus,Reno Turbo 20,312.18,Amazon,4.1,144,5.6,4,256,Snapdragon 8+ Gen 1,200MP + 8MP + 2MP
Realme,Redmi Note Max 15,1181.08,Official Store,3.7,144,7.1,6,512,Helio G99,108MP + 50MP + 8MP
Nokia,V Series Mini 18,572.9,Official Store,3.6,144,5.6,16,256,Helio G99,48MP + 8MP + 2MP
Oppo,Redmi Note Ultra 17,1948.44,Amazon,3.9,120,6.2,12,512,Dimensity 920,200MP + 8MP + 8MP
OnePlus,Galaxy S Edge 23,762.64,Reliance Digital,3.8,60,6.8,4,256,Snapdragon 8+ Gen 1,50MP + 12MP + 8MP
OnePlus,Narzo Pro 25,847.75,eBay,3.3,144,7.2,4,64,Dimensity 9000,108MP + 16MP + 5MP
Oppo,Pixel Turbo 16,498.44,Flipkart,4.1,90,6.1,8,512,Dimensity 920,200MP + 12MP + 5MP
OnePlus,Mate Max 22,1979.91,Amazon,4.4,60,6.5,8,256,Snapdragon 8+ Gen 1,48MP + 12MP + 2MP
Google,Nord Ultra 11,1207.49,AliExpress,3.5,60,5.4,4,256,Tensor G2,64MP + 50MP + 8MP
Huawei,P Series Pro 10,334.71,eBay,4.5,90,5.7,6,512,Helio G99,108MP + 12MP + 2MP
Google,Galaxy S Pro 15,1615.19,Flipkart,4.5,165,6.8,16,128,Tensor G2,108MP + 12MP + 8MP
Apple,Redmi Note SE 14,1999.26,eBay,4.5,144,6.7,4,512,A15 Bionic,50MP + 16MP + 8MP
Samsung,Galaxy S Plus 10,1260.11,Flipkart,4.6,90,5.8,16,512,Snapdragon 8 Gen 2,50MP + 50MP + 8MP
Huawei,Nord Lite 20,1690.3,Amazon,4.4,144,5.2,16,1024,Dimensity 920,48MP + 12MP + 5MP
Nokia,Mate SE 11,1969.97,Walmart,5.0,120,5.3,8,64,Helio G99,48MP + 8MP + 5MP
Motorola,iPhone 5G 14,912.01,Official Store,3.2,90,7.5,16,128,Dimensity 920,48MP + 50MP + 2MP
Motorola,iPhone Ultra 22,1834.21,Best Buy,3.4,60,6.7,6,64,Dimensity 920,64MP + 12MP + 5MP
Oppo,iPhone 5G 11,435.8,Amazon,4.8,144,5.8,8,128,Dimensity 920,108MP + 16MP + 5MP
Oppo,Mate SE 23,670.17,Reliance Digital,4.6,120,6.9,12,1024,Helio G99,200MP + 16MP + 8MP
Realme,Reno Edge 15,762.83,Walmart,3.8,120,6.0,4,512,Dimensity 920,48MP + 50MP + 2MP
Nokia,Narzo SE 10,778.02,eBay,4.2,144,6.6,4,64,Helio G99,108MP + 8MP + 8MP
Google,Galaxy S Ultra 24,1823.62,eBay,4.1,90,5.8,4,256,Tensor G2,64MP + 16MP + 8MP
Xiaomi,V Series 5G 23,1092.78,AliExpress,4.9,165,6.6,8,64,Snapdragon 7 Gen 1,50MP + 12MP + 2MP
Nokia,Nord Mini 23,1330.76,eBay,3.4,165,7.2,8,1024,Helio G99,12MP + 12MP + 5MP
Vivo,Xperia SE 24,494.12,AliExpress,4.3,60,7.1,16,128,Dimensity 920,12MP + 12MP + 2MP
Apple,Xperia SE 15,1269.85,Reliance Digital,3.3,144,5.5,6,64,A15 Bionic,108MP + 50MP + 5MP
Apple,Moto G Max 10,530.12,Best Buy,4.1,120,6.1,6,256,A16 Bionic,12MP + 50MP + 8MP
Google,Redmi Note Mini 12,1216.4,Best Buy,4.4,144,7.4,12,1024,Tensor G2,64MP + 8MP + 5MP
Apple,Pixel Max 12,714.73,Amazon,4.4,60,7.3,12,128,A15 Bionic,64MP + 12MP + 2MP
Apple,Pixel Turbo 10,1106.11,AliExpress,3.6,90,6.4,6,64,A16 Bionic,12MP + 50MP + 2MP
Nokia,Redmi Note Lite 13,945.0,Flipkart,4.4,165,6.1,4,512,Dimensity 920,108MP + 12MP + 8MP
Apple,Mate Plus 11,320.89,Amazon,3.5,120,7.3,12,256,A15 Bionic,200MP + 50MP + 5MP
Nokia,P Series Max 16,1793.86,Reliance Digital,3.3,90,7.2,4,256,Helio G99,64MP + 8MP + 5MP
Realme,Pixel Max 12,1184.8,Official Store,4.3,144,7.0,6,256,Dimensity 920,12MP + 16MP + 5MP
Vivo,Xperia Max 13,1017.97,AliExpress,3.1,60,6.7,16,1024,Helio G99,12MP + 50MP + 2MP
Sony,Narzo Pro 20,344.77,Best Buy,3.2,165,6.2,8,256,Dimensity 920,108MP + 16MP + 8MP
Samsung,P Series 5G 19,644.8,AliExpress,3.3,60,5.1,4,128,Exynos 2200,12MP + 50MP + 8MP
Samsung,Mate Max 16,707.07,Walmart,4.0,120,7.3,16,128,Snapdragon 8 Gen 2,12MP + 12MP + 8MP
Samsung,V Series Plus 25,1426.25,Flipkart,4.3,60,5.2,16,64,Exynos 2200,64MP + 16MP + 2MP
Google,P Series Max 15,1404.03,Best Buy,4.2,120,6.6,8,512,Tensor G2,48MP + 50MP + 2MP
Nokia,Galaxy S Max 21,1048.04,Flipkart,3.7,165,7.1,6,256,Helio G99,200MP + 50MP + 5MP
Huawei,Mate Max 11,977.45,Best Buy,4.6,120,7.4,16,128,Helio G99,108MP + 50MP + 5MP
Realme,Reno 5G 15,450.66,Official Store,5.0,120,6.5,16,128,Dimensity 920,64MP + 8MP + 2MP
Motorola,Narzo SE 14,948.21,eBay,3.4,120,6.9,16,64,Helio G99,12MP + 50MP + 5MP
Huawei,Xperia Turbo 13,1703.99,Amazon,3.6,90,6.6,8,128,Dimensity 920,108MP + 8MP + 2MP
Vivo,V Series Lite 23,1002.42,Official Store,3.1,60,5.3,4,1024,Helio G99,64MP + 50MP + 8MP
Nokia,iPhone Mini 12,1768.75,Official Store,3.3,165,5.8,6,64,Helio G99,12MP + 50MP + 5MP
Google,Reno Pro 11,1260.73,Walmart,3.8,165,6.5,16,512,Tensor G1,50MP + 16MP + 8MP
Huawei,V Series Lite 24,1171.02,Walmart,3.9,120,6.9,6,256,Dimensity 920,64MP + 50MP + 8MP
Xiaomi,Pixel Lite 21,1894.84,Reliance Digital,3.3,90,6.6,8,128,Dimensity 1080,108MP + 16MP + 8MP
Vivo,Mate Max 24,1281.14,Official Store,4.9,144,6.1,4,512,Dimensity 920,12MP + 16MP + 5MP
Motorola,Pixel 5G 16,719.31,Flipkart,4.6,120,6.8,16,512,Dimensity 920,48MP + 8MP + 8MP
Xiaomi,Narzo Lite 17,1753.22,Flipkart,3.2,120,5.2,4,128,Dimensity 1080,50MP + 50MP + 2MP
Motorola,Redmi Note Plus 14,1445.75,Amazon,4.2,60,6.6,16,1024,Helio G99,48MP + 12MP + 2MP
